1000,0.000004
2000,0.000006
3000,0.000010
4000,0.000013
5000,0.000016
6000,0.000013
7000,0.000017
8000,0.000017
9000,0.000018
10000,0.000021
11000,0.000026
12000,0.000026
13000,0.000027
14000,0.000029
15000,0.000038
16000,0.000039
17000,0.000042
18000,0.000038
19000,0.000039
20000,0.000042
21000,0.000044
22000,0.000054
23000,0.000055
24000,0.000051
25000,0.000059
26000,0.000062
27000,0.000057
28000,0.000059
29000,0.000061
30000,0.000068
31000,0.000066
32000,0.000067
33000,0.000070
34000,0.000071
35000,0.000077
36000,0.000064
37000,0.000067
38000,0.000069
39000,0.000069
40000,0.000071
41000,0.000075
42000,0.000074
43000,0.000076
44000,0.000078
45000,0.000079
46000,0.000070
47000,0.000072
48000,0.000074
49000,0.000074
50000,0.000077
51000,0.000078
52000,0.000086
53000,0.000081
54000,0.000083
55000,0.000087
56000,0.000087
57000,0.000087
58000,0.000091
59000,0.000081
60000,0.000082
61000,0.000083
62000,0.000085
63000,0.000086
64000,0.000087
65000,0.000089
66000,0.000091
67000,0.000092
68000,0.000098
69000,0.000094
70000,0.000091
71000,0.000089
72000,0.000093
73000,0.000103
74000,0.000096
75000,0.000094
76000,0.000095
77000,0.000098
78000,0.000098
79000,0.000093
80000,0.000094
81000,0.000095
82000,0.000099
83000,0.000103
84000,0.000100
85000,0.000102
86000,0.000103
87000,0.000103
88000,0.000097
89000,0.000101
90000,0.000099
91000,0.000100
92000,0.000102
93000,0.000103
94000,0.000104
95000,0.000105
96000,0.000108
97000,0.000101
98000,0.000105
99000,0.000106
